id_revision,post_id,tema,subtema,cuestion,criterio_extraido,aplicacion_a_mi_caso,riesgo,prioridad,validar_con_asesor,documentos_necesarios,accion_recomendada,pregunta_asesor,titulo_post,url_post,fragmento_soporte,observaciones
RG-068,29,IRPF alquiler inmueble,renta mensual,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 25: 100% IRPF en alquiler: la letra pequeña que te interesa de verdad.,https://fiscalizarte.substack.com/p/clase-25-100-irpf-en-alquiler-la,"inmueble de 300, ¿vale? Unos gastos de reparación y conservación que me he podido deducir de 500 euros y una amortización fiscal, ¿vale? Esto iría aquí, ¿vale? De 4.500 euros anuales. Pues la simple diferencia entre ingresos y gastos, obtengo lo que sería el re",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-069,29,IRPF alquiler inmueble,renta mensual,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,#Clase 25: 100% IRPF en alquiler: la letra pequeña que te interesa de verdad.,https://fiscalizarte.substack.com/p/clase-25-100-irpf-en-alquiler-la,"engo un seguro de hogar de 150 euros, tengo un IBI, un impuesto a bien inmueble de 300, ¿vale? Unos gastos de reparación y conservación que me he podido deducir de 500 euros y una amortización fiscal, ¿vale? Esto iría aquí, ¿vale? De 4.500 euros anuales. Pues",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-070,29,IRPF alquiler inmueble,renta mensual,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 25: 100% IRPF en alquiler: la letra pequeña que te interesa de verdad.,https://fiscalizarte.substack.com/p/clase-25-100-irpf-en-alquiler-la,"Si tienes un alquiler (o vas a renovar contrato), esto te interesa porque es una decisión que te afecta",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-071,76,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,… esto es lo que te estás perdiendo...,https://fiscalizarte.substack.com/p/esto-es-lo-que-te-estas-perdiendo,🏠 Cómo se calcula la amortización fiscal de un inmueble heredado,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-072,76,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,… esto es lo que te estás perdiendo...,https://fiscalizarte.substack.com/p/esto-es-lo-que-te-estas-perdiendo,"Para que lo tengas claro, aquí va una muestra de lo que está en preparación (y que solo verás si eres suscriptor premium):",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-073,76,Riesgo Hacienda,riesgo de comprobación,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,… esto es lo que te estás perdiendo...,https://fiscalizarte.substack.com/p/esto-es-lo-que-te-estas-perdiendo,"No es tan sencillo como aplicar el 3% sobre el valor catastral. Te explico los matices, cómo se calcula según el momento de adquisición y qué documentación es clave para no tener problemas con Hacienda.",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-074,127,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 9: La Amortización Fiscal del Inmueble,https://fiscalizarte.substack.com/p/clase-9-la-amortizacion-fiscal-del,La clase 9 del curso sobre fiscalidad inmobiliaria la dedico a conocer los aspectos tributarios de la amortización fiscal del inmueble.,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-075,127,Prueba documental,facturas detalladas,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 9: La Amortización Fiscal del Inmueble,https://fiscalizarte.substack.com/p/clase-9-la-amortizacion-fiscal-del,"sabe que se tiene que sumar notaría, registro, comisión inmobiliaria, comisión de personal shopper, si va con factura, todo eso se suma. Pues imaginaros que en vez de meter 30, que es lo que realmente me gasta, he metido 18. Pues que veáis que pierdo. Pierd",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-076,6,IRPF alquiler inmueble,renta mensual,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 30: Clase BOMBA: así realizo una auditoría fiscal-patrimonial de un inversor de mi comunidad.,https://fiscalizarte.substack.com/p/clase-30-clase-bomba-asi-realizo,"caso FER, unos ingresos anuales en IRPF y dentro de esos rendimientos de capital inmobiliario yo declaro una amortización fiscal, que ya en diferentes clases he hablado de ella y sabéis cómo se calcula, pues yo lo que os recomiendo aquí como inversores es que v",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-077,6,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,#Clase 30: Clase BOMBA: así realizo una auditoría fiscal-patrimonial de un inversor de mi comunidad.,https://fiscalizarte.substack.com/p/clase-30-clase-bomba-asi-realizo,"dole la estrategia que considero que fiscalmente y en base a su objetivo es la más acorde y posibles pautas o mejoras. Ahora os compartiré también el informe para que lo podáis ver. Pero bueno, empezamos. En este caso se trata de un inversor que se llama F",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-078,6,Suministros / comunidad / IBI / seguros,IBI,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 30: Clase BOMBA: así realizo una auditoría fiscal-patrimonial de un inversor de mi comunidad.,https://fiscalizarte.substack.com/p/clase-30-clase-bomba-asi-realizo,El problema es estructurar bien para seguir creciendo sin comerte una factura fiscal innecesaria.,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-079,188,Alquiler por habitaciones,habitaciones con distinta casuística,"Si el análisis afecta a IRPF frente a Impuesto sobre Sociedades, debe validarse con números reales y no con reglas generales.","Si el análisis afecta a IRPF frente a Impuesto sobre Sociedades, debe validarse con números reales y no con reglas generales.",Te ayuda a evitar decisiones por titulares y centrarte en el impacto fiscal real de tu alquiler.,Alto,Alta,Sí,Borrador renta | Escenario de tributación | Flujo de caja anual,Preparar comparativa numérica antes de valorar un cambio de estructura.,¿Qué diferencia fiscal real tendría en mi caso tributar este alquiler por habitaciones como persona física frente a sociedad?,¿Persona física o sociedad? La gran pregunta en inversión inmobiliaria,https://fiscalizarte.substack.com/p/persona-fisica-o-sociedad-la-gran,"ario, aquí está la diferencia clave: ¿Qué implica esto? Persona física : Pagas más impuestos (hasta el 47% de IRPF), pero lo que ganas está directamente en tu bolsillo. No tienes que lidiar con la gestión de una sociedad ni con sus obligaciones contables",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-080,188,Gastos deducibles,gastos deducibles,"La elección de estructura puede afectar a deducciones, operativa y riesgos con Hacienda, por lo que no debe tratarse como una simple cuestión de tipo impositivo.","La elección de estructura puede afectar a deducciones, operativa y riesgos con Hacienda, por lo que no debe tratarse como una simple cuestión de tipo impositivo.","Útil para revisar no solo cuota fiscal, sino también complejidad, prueba documental y defensa ante Hacienda.",Alto,Alta,Sí,Contratos | Facturas | Criterios de imputación | Escenario operativo,Valorar estructura solo junto con obligaciones formales y riesgos de comprobación.,¿Qué riesgos prácticos y diferencias en gastos deducibles tendría mi caso si siguiera como persona física frente a una sociedad?,¿Persona física o sociedad? La gran pregunta en inversión inmobiliaria,https://fiscalizarte.substack.com/p/persona-fisica-o-sociedad-la-gran,"s Imagina que tienes 10 inmuebles que generan ingresos brutos de 72.000€ al año (7.200€ por inmueble). Tienes gastos deducibles como IBI, comunidad y seguros, que suman 12.760€ anuales en total. En este escenario, aquí está la diferencia clave: ¿Qué implica esto? Per",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-081,34,Gastos deducibles,gastos deducibles,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,Pagas el 100% de la hipoteca… pero Hacienda solo te deja deducir el 33%.,https://fiscalizarte.substack.com/p/pagas-el-100-de-la-hipoteca-pero,gunda. Hacienda no te está diciendo que no pagues. Te está diciendo: “me da igual quién pague; tú solo puedes deducirte lo que corresponde a lo que es tuyo ”. Requisitos rápidos (porque aquí la gente se lía) Esto afecta sobre todo al régimen transitorio de,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-082,34,Gastos deducibles,gastos deducibles,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,Pagas el 100% de la hipoteca… pero Hacienda solo te deja deducir el 33%.,https://fiscalizarte.substack.com/p/pagas-el-100-de-la-hipoteca-pero,"a deducción por vivienda habitual va por titularidad, no por quién paga . Si en el Registro eres dueña al 33,33% , deduces 33,33% . Aunque hayas pagado tú el 100% del préstamo. (Consulta V1533-25 , 26/08/2025; publicado 23/12/2025 en la AEAT/DGT.) El “",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-083,34,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,Pagas el 100% de la hipoteca… pero Hacienda solo te deja deducir el 33%.,https://fiscalizarte.substack.com/p/pagas-el-100-de-la-hipoteca-pero,"Escena típica de 2001: Quieres comprarte tu vivienda habitual. El banco te mira y te suelta: “Vale… pero tus padres dentro. En la escritura y en la hipoteca. Si no, no hay préstamo.” Tú tragas. Pasan l",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-084,34,Gastos deducibles,gastos deducibles,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,Pagas el 100% de la hipoteca… pero Hacienda solo te deja deducir el 33%.,https://fiscalizarte.substack.com/p/pagas-el-100-de-la-hipoteca-pero,"ones útiles: 1) Aceptar la realidad y no pelearlo Si no vas a cambiar la titularidad, deja de perder energía: Hacienda te lo va a limitar. 2) Cambiar titularidad (pero ojo con el “timing” fiscal) Si te haces con el 100% ahora (por ejemplo, comprando la parte de",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-085,1,Gastos deducibles,gastos deducibles,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,#Clase 32: El régimen fiscal que puede ahorrarte una hostia de impuestos al aportar tus inmuebles a una sociedad.,https://fiscalizarte.substack.com/p/clase-32-el-regimen-fiscal-que-puede,omo rendimiento de capital inmobiliario contratando a esa persona jornada completa cuyo sueldo me voy a poder deducir en esos rendimientos de actividades económicas y una vez que haya cumplido esos tres años aporto una rama de actividad económica a una soci,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-086,1,Amortización,amortización mobiliario,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,#Clase 32: El régimen fiscal que puede ahorrarte una hostia de impuestos al aportar tus inmuebles a una sociedad.,https://fiscalizarte.substack.com/p/clase-32-el-regimen-fiscal-que-puede,"s digo que hay que hacer y ha decidido que sí. que amortiza este coste fiscal en pocos años y a partir de esa amortización empezará a ahorrar impuestos. La pregunta de la clase de hoy, ¿es posible que Rubén se ahorre esos 8.164,50 euros? O alguno de vosotros que",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-087,1,Alquiler por habitaciones,ingresos por habitación,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,#Clase 32: El régimen fiscal que puede ahorrarte una hostia de impuestos al aportar tus inmuebles a una sociedad.,https://fiscalizarte.substack.com/p/clase-32-el-regimen-fiscal-que-puede,un 25% del impuesto sobre sociedades igualmente ingresos menos gastos como el IRPF pero sin poder aplicar las reducciones por vivienda habitual no obstante hay inversores que le interesa invertir a través de una patrimonial. Pero principalmente hay un problem,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-088,1,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","Muy útil para alquiler por habitaciones, donde el reparto o repercusión suele generar dudas.",Medio,Alta,Sí,Recibo IBI | Recibos comunidad | Pólizas/recibos | Facturas suministros,Separar y archivar estos gastos con su criterio de imputación.,¿Qué criterio de imputación o prorrateo debo aplicar a estos gastos en mi caso?,#Clase 32: El régimen fiscal que puede ahorrarte una hostia de impuestos al aportar tus inmuebles a una sociedad.,https://fiscalizarte.substack.com/p/clase-32-el-regimen-fiscal-que-puede,"luego el requisito más importante, que es el que no se suele cumplir, ¿vale? Como digo, que la entidad es recibida en España, ¿vale? y que se cuenta al menos con el 5% se suele cumplir fácilmente. Lo que es más complicado de cumplir y ahora lo cuento e",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-089,1,Persona física vs sociedad,persona física vs sociedad,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,#Clase 32: El régimen fiscal que puede ahorrarte una hostia de impuestos al aportar tus inmuebles a una sociedad.,https://fiscalizarte.substack.com/p/clase-32-el-regimen-fiscal-que-puede,"s asesores tampoco lo explican. Entonces el inversor llega tarde. Llega cuando ya ha acumulado inmuebles como persona física. Llega cuando ya tiene plusvalías latentes enormes. Llega cuando las rentas inmobiliarias se le suman al trabajo, a la actividad económica",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-090,49,Gastos deducibles,gastos deducibles,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,"Me casé, vendí mi casa… y Hacienda quiere venir a la luna de miel",https://fiscalizarte.substack.com/p/me-case-vendi-mi-casa-y-hacienda,"actual. 3) “¿Y la plusvalía municipal?” Otra trampa clásica. La plusvalía la paga el vendedor , y sí se puede deducir como gasto al calcular la ganancia patrimonial, pero solo cuando esté efectivamente pagada (no basta con que esté liquidada). Así que guard",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-091,49,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,"Me casé, vendí mi casa… y Hacienda quiere venir a la luna de miel",https://fiscalizarte.substack.com/p/me-case-vendi-mi-casa-y-hacienda,"otro día, en una sesión, una suscriptora me pregunta: “Manu, me casé en gananciales y voy a vender mi antigua vivienda habitual. ¿El dinero lo tengo que ingresar en una cuenta conjunta para usarlo en la hipoteca de nuestra casa actual? ¿O mejor en una cuenta solo mía",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-092,49,Prueba documental,facturas detalladas,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,"Me casé, vendí mi casa… y Hacienda quiere venir a la luna de miel",https://fiscalizarte.substack.com/p/me-case-vendi-mi-casa-y-hacienda,"ro de plusvalía reduce tu ganancia imponible . 4) Pequeños trucos que marcan la diferencia Recupera todas las facturas : notaría, registro, gestoría, agencia inmobiliaria, etc. Todo eso aumenta tu valor de adquisición y reduce la ganancia fiscal . Si el inm",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-093,49,Persona física vs sociedad,persona física vs sociedad,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,"Me casé, vendí mi casa… y Hacienda quiere venir a la luna de miel",https://fiscalizarte.substack.com/p/me-case-vendi-mi-casa-y-hacienda,"cuenta o en la conjunta. Si el piso se compró o se convirtió en bien ganancial , ese dinero ya pertenece a la sociedad conyugal . No hace falta hacer donaciones ni inventos para “pasarlo” al otro cónyuge. Lo importante no es quién aparece en la cuenta , sino",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-094,66,IRPF alquiler inmueble,renta mensual,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,#Clase 19: Cálculo de Ganancias y Pérdidas Patrimoniales en IRPF,https://fiscalizarte.substack.com/p/clase-19-calculo-de-ganancias-y-perdidas,"era un gasto que salía... de mi cuenta bancaria de mi piso, sino que era un gasto ficticio, pero que me podía deducir por la simple depreciación de la construcción del inmueble, del piso. Pues aquí me pide la normativa que, ojo, todo lo que te ha ido amorti",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-095,66,IRPF alquiler inmueble,renta mensual,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,#Clase 19: Cálculo de Ganancias y Pérdidas Patrimoniales en IRPF,https://fiscalizarte.substack.com/p/clase-19-calculo-de-ganancias-y-perdidas,"sido propietario de ese inmueble. todo esto se sumará y se le restará un concepto muy importante que son las amortizaciones deducibles. La amortización mínima del 3% del periodo en que estuvo alquilado. Ojo, esto que aparece aquí en pantalla puede ser que vosot",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-096,66,IRPF alquiler inmueble,renta mensual,"El post aporta criterio sobre reparación, conservación o mejora y su tratamiento fiscal.","El post aporta criterio sobre reparación, conservación o mejora y su tratamiento fiscal.",Útil para clasificar facturas de obra y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la actuación antes de meterla en renta.,¿Esta actuación concreta encaja aquí o debería tener otro tratamiento fiscal?,#Clase 19: Cálculo de Ganancias y Pérdidas Patrimoniales en IRPF,https://fiscalizarte.substack.com/p/clase-19-calculo-de-ganancias-y-perdidas,"inversión y mejora, esto lo veremos en una clase siguiente, la diferencia entre inversión y mejora y gasto de reparación y conservación, ¿vale? Sobre todo para aquellos que os dedicáis al flipping inmobiliario, al house flipping, a la compra y reforma-venta, Y",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-097,66,IRPF alquiler inmueble,renta mensual,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,#Clase 19: Cálculo de Ganancias y Pérdidas Patrimoniales en IRPF,https://fiscalizarte.substack.com/p/clase-19-calculo-de-ganancias-y-perdidas,"la API, a la empresa inmobiliaria, que me ha facilitado esa oportunidad. Una comisión que se la he pagado con factura y la cual he soportado un IVA sobre esa factura. O, hoy en día es muy de moda, pagar a un personal shopper que me busca la oportunidad y es",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-098,66,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","Muy útil para alquiler por habitaciones, donde el reparto o repercusión suele generar dudas.",Medio,Alta,Sí,Recibo IBI | Recibos comunidad | Pólizas/recibos | Facturas suministros,Separar y archivar estos gastos con su criterio de imputación.,¿Qué criterio de imputación o prorrateo debo aplicar a estos gastos en mi caso?,#Clase 19: Cálculo de Ganancias y Pérdidas Patrimoniales en IRPF,https://fiscalizarte.substack.com/p/clase-19-calculo-de-ganancias-y-perdidas,"i un valor a esa compra. Pero además, por ese precio de compra, por ese inmueble, yo pagué en su día gastos y tributos inherentes a esa adquisición. Pagué notaría, pagué el impuesto de transmisiones patrimoniales o el IVA, si fue una compra de obra nueva, un",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
